user_id,session_id,timestamp,feature_name,action,device,user_type,region
U1230,S1973,2025-05-08 02:33:30,settings,dismiss,tablet,free,DE
U1245,S1627,2025-03-29 05:15:16,search,complete,desktop,free,UK
U1493,S2591,2025-04-03 00:00:50,data_export,view,mobile,premium,DE
U1412,S2228,2025-03-29 13:27:02,report_create,click,mobile,free,AU
U1436,S1929,2025-05-09 05:16:56,search,view,tablet,free,DE
U1215,S2711,2025-03-13 17:35:21,search,dismiss,mobile,premium,DE
U1186,S2383,2025-05-12 01:29:15,data_export,dismiss,desktop,premium,UK
U1125,S1888,2025-05-02 03:56:37,settings,view,tablet,free,AU
U1186,S2897,2025-04-05 04:00:11,notifications,dismiss,mobile,free,UK
U1201,S1578,2025-04-07 21:16:23,search,click,tablet,free,IN
U1463,S3554,2025-05-02 22:42:27,search,click,desktop,free,AU
U1455,S1641,2025-05-09 19:38:56,settings,dismiss,tablet,free,DE
U1012,S3842,2025-03-31 03:01:29,report_create,dismiss,tablet,free,IN
U1381,S3787,2025-04-28 22:27:05,notifications,view,tablet,free,UK
U1077,S2684,2025-04-28 09:02:53,data_export,dismiss,desktop,premium,UK
U1390,S2993,2025-05-11 09:48:51,data_export,click,tablet,free,US
U1043,S1087,2025-04-27 18:46:25,dashboard,click,mobile,premium,IN
U1476,S2461,2025-03-30 15:00:49,report_create,view,desktop,free,US
U1185,S3552,2025-04-13 02:56:45,data_export,dismiss,mobile,free,UK
U1148,S2242,2025-05-01 15:39:33,dashboard,view,desktop,free,US
U1272,S3532,2025-03-13 19:43:11,search,view,tablet,free,DE
U1358,S2151,2025-04-24 08:40:51,settings,view,desktop,free,UK
U1465,S2822,2025-04-29 00:57:10,dashboard,click,desktop,premium,DE
U1194,S2953,2025-03-23 07:11:27,report_create,click,tablet,free,IN
U1476,S2806,2025-04-24 22:13:54,notifications,view,mobile,premium,DE
U1484,S3751,2025-03-29 14:52:18,notifications,complete,mobile,premium,IN
U1035,S1725,2025-04-05 10:44:24,report_create,complete,tablet,free,UK
U1056,S3739,2025-04-08 00:21:13,report_create,complete,mobile,premium,US
U1181,S3469,2025-04-20 07:11:11,search,click,tablet,premium,DE
U1086,S2495,2025-05-12 07:03:36,data_export,view,tablet,free,AU
U1462,S1096,2025-04-13 12:42:41,search,complete,desktop,free,UK
U1358,S2255,2025-05-05 19:34:41,data_export,dismiss,mobile,free,IN
U1383,S3689,2025-03-25 19:35:55,search,click,mobile,free,UK
U1446,S3556,2025-04-19 06:49:23,dashboard,click,mobile,free,DE
U1194,S2590,2025-04-26 04:17:41,dashboard,complete,tablet,free,IN
U1411,S3099,2025-04-26 19:58:36,search,dismiss,tablet,free,IN
U1368,S2071,2025-04-24 05:11:43,notifications,view,mobile,free,US
U1467,S2842,2025-05-01 05:01:27,settings,click,tablet,premium,AU
U1458,S1464,2025-03-31 00:23:55,dashboard,view,desktop,free,UK
U1191,S1266,2025-03-14 02:41:24,report_create,view,desktop,premium,US
U1370,S1055,2025-05-09 22:09:42,settings,complete,tablet,free,AU
U1320,S2887,2025-03-14 01:09:51,settings,complete,tablet,free,US
U1028,S3884,2025-05-04 03:58:33,report_create,view,tablet,premium,UK
U1046,S3941,2025-03-17 17:04:22,dashboard,click,mobile,premium,UK
U1107,S1204,2025-04-12 10:54:15,settings,click,mobile,free,AU
U1098,S2949,2025-05-04 07:39:03,report_create,dismiss,tablet,premium,DE
U1147,S3996,2025-03-16 21:49:37,settings,click,mobile,free,US
U1040,S1720,2025-04-17 01:22:15,report_create,complete,desktop,premium,AU
U1498,S1775,2025-03-26 09:10:42,settings,click,tablet,premium,UK
U1095,S2316,2025-04-14 00:09:09,report_create,view,mobile,free,AU
U1151,S3463,2025-05-07 01:58:56,search,complete,desktop,free,IN
U1376,S1986,2025-04-06 01:59:38,notifications,click,tablet,premium,IN
U1144,S1660,2025-05-06 13:29:57,dashboard,click,desktop,free,US
U1317,S2761,2025-03-28 14:18:30,dashboard,dismiss,desktop,premium,US
U1163,S3409,2025-03-17 03:28:34,data_export,click,tablet,free,IN
U1230,S2466,2025-04-21 02:12:49,settings,dismiss,mobile,free,DE
U1160,S3236,2025-05-12 04:14:43,settings,view,desktop,free,US
U1353,S2445,2025-04-29 15:25:20,search,dismiss,mobile,free,DE
U1237,S2902,2025-05-06 14:27:19,search,view,desktop,premium,DE
U1214,S1100,2025-05-05 04:46:36,report_create,complete,mobile,premium,UK
U1204,S2497,2025-05-10 04:08:01,dashboard,dismiss,tablet,premium,UK
U1303,S1753,2025-04-11 09:42:39,report_create,click,desktop,free,UK
U1138,S2381,2025-04-25 07:57:26,report_create,click,mobile,free,IN
U1424,S3250,2025-04-16 09:00:00,data_export,view,desktop,free,DE
U1221,S2782,2025-04-21 16:04:26,report_create,dismiss,tablet,free,US
U1034,S2324,2025-05-10 17:51:58,settings,dismiss,tablet,free,UK
U1265,S3024,2025-04-01 03:22:15,report_create,dismiss,mobile,free,IN
U1323,S1649,2025-03-17 18:52:02,data_export,complete,tablet,free,AU
U1062,S3453,2025-04-16 17:15:34,report_create,complete,mobile,premium,UK
U1189,S3315,2025-05-07 06:45:59,search,click,desktop,free,DE
U1126,S1857,2025-03-13 22:36:15,data_export,view,mobile,free,DE
U1402,S2149,2025-04-15 16:33:01,notifications,complete,tablet,premium,UK
U1461,S1520,2025-03-20 07:11:51,data_export,view,tablet,free,UK
U1416,S2020,2025-04-27 14:29:40,search,dismiss,desktop,free,US
U1196,S1607,2025-03-30 03:29:05,notifications,complete,desktop,free,DE
U1308,S3981,2025-03-22 15:43:25,data_export,click,mobile,free,UK
U1405,S2131,2025-04-28 17:10:48,settings,view,mobile,premium,US
U1242,S2010,2025-04-08 12:02:24,report_create,click,mobile,free,AU
U1247,S3301,2025-04-24 16:07:54,report_create,complete,mobile,free,IN
U1309,S3196,2025-04-15 10:41:58,report_create,view,tablet,free,IN
U1375,S1248,2025-03-16 09:32:32,settings,view,tablet,premium,IN
U1127,S2540,2025-05-04 14:12:07,search,click,mobile,free,UK
U1151,S1103,2025-04-15 18:41:17,dashboard,dismiss,desktop,free,UK
U1228,S3563,2025-04-07 10:52:19,search,view,tablet,free,IN
U1055,S2120,2025-03-16 09:20:14,search,complete,desktop,premium,DE
U1145,S1667,2025-04-25 19:26:54,notifications,view,mobile,premium,US
U1026,S2337,2025-04-30 12:57:13,notifications,dismiss,mobile,free,DE
U1281,S1104,2025-03-16 22:38:56,settings,dismiss,tablet,free,UK
U1167,S3511,2025-04-12 20:45:10,dashboard,complete,mobile,free,AU
U1020,S3095,2025-04-06 01:30:58,dashboard,view,mobile,free,US
U1071,S1620,2025-05-11 06:41:25,dashboard,view,tablet,free,IN
U1497,S2462,2025-03-13 20:40:31,data_export,click,mobile,free,US
U1252,S2640,2025-05-05 15:48:39,notifications,click,tablet,free,DE
U1355,S1634,2025-03-27 14:10:41,notifications,click,desktop,free,US
U1390,S2068,2025-04-04 06:52:07,report_create,view,desktop,free,AU
U1012,S1214,2025-05-06 05:06:06,settings,view,mobile,free,UK
U1388,S1952,2025-03-30 23:18:54,report_create,view,tablet,free,DE
U1387,S3598,2025-04-03 04:53:10,settings,dismiss,desktop,free,IN
U1252,S1096,2025-03-13 17:40:54,settings,dismiss,tablet,free,UK
U1301,S1147,2025-05-06 03:15:18,report_create,view,tablet,free,IN
U1359,S1330,2025-04-30 03:45:56,notifications,complete,tablet,premium,UK
U1203,S1871,2025-04-28 18:52:11,report_create,click,tablet,premium,IN
U1136,S3278,2025-03-20 04:13:23,data_export,dismiss,desktop,premium,AU
U1131,S2370,2025-04-06 08:06:13,report_create,complete,mobile,free,IN
U1231,S1118,2025-04-01 23:52:04,search,dismiss,desktop,free,US
U1198,S1437,2025-04-06 18:33:00,settings,view,desktop,premium,IN
U1426,S3825,2025-04-03 17:56:58,settings,view,tablet,premium,IN
U1237,S1222,2025-04-04 15:12:35,settings,view,tablet,premium,IN
U1111,S3093,2025-04-19 20:06:25,dashboard,complete,desktop,free,UK
U1440,S2367,2025-05-04 23:21:34,report_create,dismiss,tablet,free,IN
U1234,S2600,2025-04-17 15:31:54,notifications,view,mobile,free,AU
U1146,S3732,2025-04-15 03:31:13,report_create,click,tablet,free,US
U1436,S1127,2025-04-12 17:38:32,notifications,click,desktop,premium,US
U1155,S2822,2025-04-12 03:00:23,search,view,desktop,free,UK
U1330,S1781,2025-05-03 00:25:27,search,complete,desktop,free,US
U1152,S1143,2025-04-26 06:13:56,dashboard,complete,desktop,free,UK
U1061,S3607,2025-04-16 13:33:22,settings,click,mobile,free,US
U1044,S3968,2025-04-23 11:58:23,report_create,dismiss,tablet,free,IN
U1138,S1092,2025-04-12 12:52:35,settings,dismiss,desktop,premium,UK
U1110,S1266,2025-03-22 15:24:35,search,dismiss,desktop,free,DE
U1425,S2907,2025-04-10 07:54:53,search,view,desktop,free,US
U1336,S1258,2025-03-30 10:23:30,data_export,complete,tablet,free,IN
U1012,S3749,2025-03-31 17:21:21,data_export,view,desktop,free,US
U1332,S1180,2025-04-26 14:32:51,notifications,dismiss,tablet,premium,DE
U1405,S1948,2025-03-22 21:52:37,settings,click,mobile,free,AU
U1188,S2868,2025-04-24 18:02:56,search,view,mobile,free,IN
U1371,S3256,2025-04-29 12:43:45,notifications,view,mobile,premium,IN
U1208,S1712,2025-04-11 05:12:09,notifications,dismiss,mobile,free,IN
U1392,S2197,2025-04-13 17:05:10,report_create,dismiss,tablet,free,IN
U1492,S2768,2025-05-10 15:45:41,dashboard,complete,desktop,free,IN
U1330,S2911,2025-04-20 16:22:38,search,view,desktop,free,UK
U1306,S2399,2025-03-14 09:10:56,notifications,view,tablet,free,UK
U1422,S3839,2025-04-05 06:48:57,search,click,mobile,premium,AU
U1278,S1171,2025-03-18 13:42:32,notifications,click,tablet,free,AU
U1340,S1674,2025-04-29 00:08:56,settings,view,tablet,premium,IN
U1250,S1478,2025-04-07 17:25:34,data_export,complete,tablet,premium,AU
U1336,S2608,2025-03-19 19:07:35,report_create,complete,tablet,free,US
U1115,S3623,2025-03-21 11:39:57,settings,dismiss,desktop,premium,UK
U1366,S1002,2025-03-19 07:47:13,notifications,click,mobile,free,US
U1355,S2255,2025-04-26 07:14:55,report_create,dismiss,mobile,premium,AU
U1326,S1395,2025-03-31 18:53:21,report_create,click,desktop,free,US
U1106,S1760,2025-05-11 07:47:30,settings,click,desktop,free,US
U1216,S2464,2025-04-26 12:16:55,settings,dismiss,desktop,free,IN
U1175,S2588,2025-03-22 14:38:54,data_export,view,mobile,free,AU
U1470,S2959,2025-05-09 06:59:12,settings,click,tablet,free,US
U1255,S2309,2025-03-31 16:35:02,data_export,click,mobile,premium,DE
U1385,S3207,2025-04-25 00:35:58,dashboard,dismiss,tablet,free,IN
U1485,S3805,2025-04-16 12:40:10,search,click,mobile,free,DE
U1388,S1355,2025-04-09 11:55:04,search,complete,tablet,free,UK
U1370,S3931,2025-04-27 14:11:02,settings,click,mobile,free,IN
U1123,S3472,2025-04-21 08:39:19,search,click,mobile,free,DE
U1110,S3513,2025-03-17 22:21:26,search,click,desktop,free,AU
U1441,S3765,2025-03-29 04:37:12,dashboard,dismiss,desktop,free,DE
U1140,S3855,2025-03-13 13:48:50,notifications,dismiss,tablet,free,US
U1129,S3398,2025-03-17 03:08:15,dashboard,dismiss,desktop,premium,IN
U1437,S1666,2025-04-27 09:29:16,dashboard,complete,tablet,free,US
U1351,S1634,2025-04-13 02:11:47,dashboard,view,mobile,free,US
U1198,S3678,2025-05-05 00:39:40,report_create,dismiss,desktop,free,UK
U1174,S3797,2025-05-07 10:25:51,notifications,dismiss,desktop,premium,US
U1051,S1673,2025-04-12 10:12:48,report_create,view,tablet,premium,AU
U1288,S1096,2025-04-19 18:49:02,search,dismiss,mobile,premium,DE
U1010,S3901,2025-04-21 12:26:12,notifications,complete,tablet,free,DE
U1242,S1137,2025-04-05 04:45:18,data_export,dismiss,tablet,premium,US
U1033,S1357,2025-04-27 23:46:29,data_export,complete,mobile,free,UK
U1464,S1563,2025-04-20 12:14:41,dashboard,click,desktop,free,UK
U1340,S1804,2025-04-06 22:01:17,search,complete,tablet,free,US
U1497,S3688,2025-04-19 19:11:56,report_create,dismiss,desktop,free,UK
U1103,S1603,2025-04-27 15:14:14,data_export,view,tablet,premium,US
U1190,S1245,2025-04-29 22:46:37,notifications,click,desktop,free,IN
U1299,S3173,2025-03-13 20:07:46,dashboard,complete,desktop,free,UK
U1440,S2967,2025-04-28 20:44:27,report_create,view,tablet,free,DE
U1109,S1405,2025-03-21 13:39:39,report_create,dismiss,tablet,free,AU
U1439,S1290,2025-04-15 11:43:06,report_create,view,tablet,free,US
U1244,S3102,2025-03-24 03:56:02,dashboard,view,desktop,free,DE
U1429,S3562,2025-04-11 11:12:45,data_export,view,mobile,free,DE
U1021,S2312,2025-05-05 03:14:35,search,click,desktop,free,IN
U1200,S2842,2025-04-19 18:59:00,notifications,view,tablet,premium,DE
U1314,S3087,2025-04-08 12:25:34,search,view,desktop,free,IN
U1254,S1307,2025-04-23 03:27:51,search,click,mobile,free,US
U1360,S1596,2025-04-27 08:25:53,settings,click,mobile,free,IN
U1237,S3663,2025-03-17 10:49:31,data_export,complete,tablet,free,IN
U1437,S2924,2025-04-03 03:26:47,notifications,dismiss,mobile,premium,AU
U1355,S3294,2025-03-20 20:15:24,settings,view,mobile,free,DE
U1499,S2402,2025-04-02 18:48:59,notifications,click,mobile,free,IN
U1447,S2183,2025-04-27 18:36:34,notifications,view,mobile,premium,IN
U1464,S1980,2025-04-05 03:44:17,notifications,view,mobile,premium,UK
U1422,S2372,2025-04-19 07:16:52,notifications,dismiss,mobile,free,DE
U1342,S3699,2025-05-03 20:09:18,report_create,view,tablet,free,IN
U1364,S3223,2025-03-23 07:55:21,notifications,complete,desktop,premium,AU
U1266,S1710,2025-04-18 05:50:43,dashboard,complete,tablet,free,AU
U1404,S3594,2025-05-01 09:03:30,data_export,view,tablet,premium,IN
U1125,S2604,2025-05-07 23:25:38,search,complete,tablet,free,IN
U1074,S2043,2025-04-25 14:47:21,notifications,click,mobile,free,DE
U1416,S3255,2025-05-06 19:12:41,search,click,desktop,free,IN
U1475,S3027,2025-04-20 17:31:46,search,complete,tablet,free,UK
U1136,S1208,2025-04-28 16:14:24,search,dismiss,tablet,free,DE
U1198,S2282,2025-03-20 16:07:31,dashboard,view,desktop,free,US
U1021,S1287,2025-04-23 19:37:52,data_export,click,tablet,free,UK
U1401,S1392,2025-03-26 12:57:48,settings,dismiss,desktop,free,AU
U1030,S1040,2025-04-21 01:46:57,dashboard,complete,tablet,premium,IN
U1220,S1985,2025-04-05 03:36:24,report_create,view,tablet,free,IN
U1475,S3263,2025-03-18 04:38:09,data_export,view,desktop,free,AU
U1162,S1900,2025-03-20 19:56:35,report_create,dismiss,desktop,free,US
U1488,S1656,2025-03-21 11:50:21,dashboard,complete,mobile,free,UK
U1432,S2664,2025-03-17 04:38:08,report_create,view,mobile,free,UK
U1469,S1902,2025-05-07 15:56:17,data_export,click,desktop,free,IN
U1222,S3374,2025-04-21 13:34:11,notifications,dismiss,mobile,free,US
U1433,S1335,2025-04-06 15:04:11,search,dismiss,mobile,free,DE
U1435,S3519,2025-03-30 12:20:00,search,click,tablet,premium,UK
U1451,S3757,2025-04-30 21:47:46,search,dismiss,tablet,free,US
U1255,S3078,2025-04-15 14:23:09,notifications,dismiss,mobile,free,IN
U1073,S3881,2025-04-12 11:07:06,dashboard,dismiss,desktop,premium,UK
U1111,S2287,2025-04-10 11:14:49,data_export,dismiss,mobile,free,IN
U1460,S1945,2025-04-16 15:42:21,search,dismiss,desktop,free,AU
U1124,S3643,2025-05-08 21:23:32,settings,click,mobile,premium,US
U1199,S3341,2025-05-02 15:35:24,data_export,complete,mobile,free,DE
U1370,S2824,2025-04-16 01:43:25,search,click,mobile,free,UK
U1137,S2501,2025-03-30 15:37:27,data_export,dismiss,desktop,free,AU
U1330,S3118,2025-03-14 10:58:36,notifications,view,desktop,premium,IN
U1024,S1936,2025-03-19 22:19:41,dashboard,view,desktop,free,AU
U1025,S2025,2025-04-02 15:24:55,dashboard,complete,mobile,free,UK
U1439,S2785,2025-04-28 10:31:37,data_export,view,desktop,free,UK
U1266,S1273,2025-05-02 06:44:29,report_create,click,tablet,free,UK
U1147,S3244,2025-05-08 19:33:39,search,dismiss,desktop,free,UK
U1308,S3918,2025-03-20 17:29:52,dashboard,click,desktop,free,UK
U1273,S1508,2025-03-23 03:37:39,search,complete,tablet,free,AU
U1477,S1765,2025-03-19 04:02:44,report_create,click,mobile,premium,IN
U1262,S1084,2025-04-03 08:17:20,notifications,click,mobile,free,US
U1240,S1638,2025-03-19 12:14:38,report_create,view,tablet,premium,AU
U1400,S2143,2025-03-22 01:12:00,search,view,mobile,free,US
U1365,S2016,2025-03-22 17:13:32,report_create,click,desktop,premium,UK
U1000,S2176,2025-04-15 20:25:41,search,dismiss,tablet,premium,AU
U1277,S3974,2025-04-01 06:03:22,search,dismiss,tablet,premium,IN
U1402,S3480,2025-05-11 03:56:31,notifications,dismiss,mobile,free,DE
U1085,S3060,2025-03-25 05:00:09,search,view,desktop,free,AU
U1188,S2222,2025-04-17 15:08:24,dashboard,dismiss,mobile,free,IN
U1012,S2288,2025-05-06 00:27:18,search,view,desktop,free,UK
U1230,S3418,2025-05-05 03:37:29,settings,view,tablet,premium,DE
U1125,S1582,2025-03-18 14:00:10,dashboard,view,mobile,free,DE
U1238,S3919,2025-05-05 13:42:10,search,complete,desktop,free,DE
U1491,S1210,2025-03-17 11:38:57,report_create,view,tablet,premium,IN
U1191,S1217,2025-04-28 12:29:28,data_export,dismiss,mobile,premium,DE
U1039,S3450,2025-05-12 02:24:53,data_export,complete,tablet,free,US
U1478,S2963,2025-03-15 04:39:35,dashboard,complete,mobile,free,AU
U1084,S1045,2025-04-03 15:40:40,dashboard,view,tablet,premium,IN
U1030,S1101,2025-04-13 21:18:38,notifications,view,tablet,free,US
U1229,S2652,2025-04-29 15:10:29,data_export,dismiss,mobile,free,IN
U1188,S1208,2025-04-16 22:13:07,notifications,click,mobile,premium,DE
U1390,S3105,2025-03-29 05:48:37,dashboard,click,desktop,premium,DE
U1169,S3705,2025-04-12 05:45:46,settings,dismiss,tablet,premium,IN
U1073,S1582,2025-04-05 21:30:52,report_create,click,tablet,free,DE
U1112,S1171,2025-04-28 17:58:15,dashboard,complete,desktop,premium,UK
U1214,S3331,2025-03-25 15:45:00,report_create,dismiss,desktop,free,AU
U1130,S1862,2025-03-31 14:24:37,dashboard,click,desktop,premium,IN
U1372,S2976,2025-03-24 18:57:03,dashboard,view,mobile,premium,UK
U1473,S3755,2025-03-18 06:00:54,search,click,desktop,free,IN
U1315,S3981,2025-04-25 06:03:31,data_export,dismiss,mobile,free,AU
U1455,S2354,2025-05-04 10:55:57,settings,complete,tablet,free,AU
U1266,S3795,2025-05-11 05:09:56,data_export,view,desktop,premium,DE
U1247,S2114,2025-04-13 04:45:37,data_export,complete,mobile,premium,DE
U1026,S3423,2025-05-07 02:58:26,data_export,complete,desktop,premium,AU
U1114,S1896,2025-04-23 22:18:44,report_create,dismiss,desktop,premium,AU
U1258,S2486,2025-03-18 21:36:42,search,dismiss,mobile,free,IN
U1041,S1993,2025-04-03 07:30:45,report_create,dismiss,tablet,free,IN
U1474,S1233,2025-04-02 22:47:55,search,dismiss,mobile,free,DE
U1015,S2367,2025-04-10 13:14:59,data_export,click,mobile,free,DE
U1475,S2623,2025-03-19 03:17:45,notifications,view,mobile,free,UK
U1146,S1996,2025-04-07 23:07:15,notifications,view,mobile,free,IN
U1303,S2543,2025-03-22 14:08:44,dashboard,click,desktop,free,US
U1076,S3213,2025-05-07 08:04:03,search,dismiss,desktop,premium,UK
U1026,S1008,2025-03-21 10:39:50,search,view,desktop,free,IN
U1347,S3808,2025-05-02 07:12:30,settings,complete,tablet,free,US
U1084,S2268,2025-03-27 15:26:44,data_export,click,desktop,premium,US
U1020,S3516,2025-05-02 18:36:13,dashboard,view,desktop,premium,DE
U1055,S2094,2025-04-21 19:54:38,notifications,complete,tablet,premium,US
U1425,S3509,2025-03-14 16:39:21,data_export,view,desktop,free,IN
U1080,S3635,2025-03-16 19:34:54,settings,click,mobile,free,IN
U1016,S2611,2025-05-07 19:16:15,data_export,view,tablet,free,DE
U1183,S3084,2025-04-14 20:33:07,data_export,complete,tablet,premium,DE
U1214,S1963,2025-05-12 11:41:16,data_export,complete,desktop,free,UK
U1360,S1635,2025-04-27 14:08:17,dashboard,click,desktop,free,US
U1075,S1441,2025-05-11 13:04:36,search,view,desktop,premium,IN
U1394,S2362,2025-04-25 19:49:06,settings,complete,tablet,free,DE
U1222,S2678,2025-05-01 11:09:19,dashboard,complete,tablet,free,DE
U1335,S1138,2025-03-26 03:23:28,data_export,view,mobile,free,US
U1025,S1128,2025-04-05 20:52:39,data_export,dismiss,desktop,premium,DE
U1337,S2628,2025-05-09 19:52:54,settings,complete,mobile,free,IN
U1381,S3897,2025-03-15 23:33:40,search,complete,tablet,premium,UK
U1003,S1672,2025-05-04 00:18:19,data_export,dismiss,desktop,free,IN
U1075,S1172,2025-04-25 09:07:09,report_create,view,tablet,free,IN
U1464,S1828,2025-04-19 17:50:31,settings,view,mobile,free,US
U1323,S2477,2025-04-24 22:44:51,settings,complete,tablet,free,US
U1053,S2977,2025-03-22 00:40:45,notifications,view,desktop,free,AU
U1140,S3174,2025-03-19 18:09:58,search,view,mobile,premium,US
U1232,S3945,2025-04-07 10:18:03,notifications,complete,tablet,premium,DE
U1022,S2165,2025-05-06 09:14:45,data_export,click,mobile,free,US
U1242,S2709,2025-04-03 16:09:01,search,view,mobile,premium,UK
U1230,S2084,2025-03-25 10:57:41,data_export,click,desktop,free,AU
U1130,S2617,2025-04-07 16:03:36,data_export,click,tablet,free,UK
U1487,S2840,2025-03-17 18:59:42,report_create,dismiss,desktop,free,US
U1410,S2120,2025-04-17 23:06:03,notifications,dismiss,desktop,free,IN
U1393,S3458,2025-04-22 23:53:56,settings,click,mobile,premium,UK
U1273,S3708,2025-05-10 03:40:08,notifications,complete,desktop,premium,DE
U1287,S3972,2025-03-21 17:23:28,data_export,view,tablet,free,US
U1350,S2759,2025-05-04 14:47:11,dashboard,complete,tablet,free,DE
U1010,S1407,2025-03-21 00:15:32,report_create,complete,desktop,free,IN
U1212,S1662,2025-03-22 01:42:14,search,view,tablet,free,US
U1391,S2182,2025-03-29 12:24:26,data_export,click,desktop,premium,US
U1436,S1013,2025-04-09 14:46:57,report_create,click,mobile,premium,US
U1391,S2848,2025-03-26 11:47:42,data_export,click,tablet,premium,AU
U1238,S3092,2025-04-06 13:21:01,dashboard,dismiss,tablet,free,US
U1182,S1376,2025-04-27 13:01:35,data_export,view,mobile,premium,AU
U1483,S2025,2025-03-18 20:56:50,settings,click,tablet,premium,US
U1032,S1664,2025-04-05 14:05:40,report_create,complete,desktop,free,AU
U1099,S2960,2025-03-31 07:38:44,settings,complete,desktop,free,DE
U1405,S2771,2025-03-24 00:57:43,dashboard,dismiss,desktop,free,AU
U1326,S2980,2025-04-19 16:26:28,notifications,click,tablet,free,DE
U1285,S2875,2025-04-29 18:16:37,search,complete,tablet,free,US
U1018,S2855,2025-03-18 21:27:10,report_create,click,tablet,free,IN
U1332,S2387,2025-04-01 00:54:49,search,click,mobile,premium,US
U1068,S1393,2025-04-12 15:40:43,notifications,click,tablet,free,DE
U1283,S3259,2025-05-03 04:16:59,settings,complete,desktop,free,US
U1402,S3613,2025-04-15 02:38:45,data_export,view,mobile,free,DE
U1150,S1159,2025-05-02 14:02:31,dashboard,click,mobile,free,UK
U1356,S2057,2025-04-21 10:47:45,search,view,mobile,free,DE
U1038,S3174,2025-04-24 11:35:49,data_export,click,mobile,free,IN
U1208,S1093,2025-03-30 13:35:16,dashboard,complete,mobile,free,US
U1445,S1562,2025-04-15 00:46:56,notifications,click,mobile,free,IN
U1393,S2367,2025-03-15 22:47:53,data_export,click,desktop,free,AU
U1409,S1322,2025-03-20 00:48:22,report_create,click,mobile,free,AU
U1386,S3217,2025-04-23 04:27:38,dashboard,complete,tablet,free,US
U1458,S2653,2025-03-23 23:19:31,dashboard,complete,mobile,free,IN
U1137,S1213,2025-04-29 18:06:08,report_create,click,desktop,premium,AU
U1002,S1437,2025-04-10 03:14:40,search,click,mobile,premium,DE
U1277,S1437,2025-03-31 06:15:45,data_export,view,tablet,premium,UK
U1041,S2368,2025-03-27 09:50:20,report_create,view,tablet,premium,US
U1322,S1068,2025-04-10 12:05:23,search,view,tablet,premium,UK
U1377,S3795,2025-04-06 03:05:04,notifications,view,mobile,free,AU
U1448,S2119,2025-04-20 00:00:00,notifications,view,mobile,free,US
U1220,S1864,2025-03-20 07:00:42,notifications,dismiss,desktop,premium,IN
U1176,S1557,2025-04-18 09:01:50,search,dismiss,tablet,free,UK
U1315,S1510,2025-04-08 19:29:53,settings,dismiss,mobile,free,DE
U1000,S1469,2025-04-07 07:36:48,search,view,tablet,free,UK
U1295,S1755,2025-03-22 19:22:13,settings,click,tablet,free,US
U1118,S2023,2025-05-12 04:48:39,settings,click,tablet,free,DE
U1068,S1893,2025-04-06 18:29:07,data_export,click,tablet,free,UK
U1367,S1453,2025-03-18 18:19:45,settings,click,mobile,free,UK
U1228,S1591,2025-04-27 04:52:28,report_create,click,mobile,free,DE
U1193,S3701,2025-05-01 18:01:48,notifications,complete,mobile,free,UK
U1105,S2594,2025-03-28 22:45:39,data_export,view,tablet,premium,UK
U1250,S3002,2025-03-27 05:07:25,data_export,dismiss,desktop,free,DE
U1237,S1649,2025-03-31 01:43:09,dashboard,click,tablet,free,IN
U1104,S2693,2025-03-31 03:24:11,dashboard,complete,desktop,free,UK
U1218,S1056,2025-04-09 04:59:53,search,click,tablet,free,IN
U1329,S1918,2025-03-23 06:09:28,search,view,tablet,premium,DE
U1493,S2599,2025-05-09 14:52:54,data_export,view,mobile,free,UK
U1008,S1960,2025-03-22 03:25:39,settings,dismiss,mobile,free,AU
U1260,S3629,2025-03-28 06:43:26,report_create,click,mobile,premium,AU
U1130,S3825,2025-03-29 04:39:47,dashboard,complete,tablet,free,IN
U1382,S2653,2025-03-31 04:10:02,dashboard,click,tablet,premium,US
U1123,S2158,2025-05-10 04:14:22,data_export,view,tablet,premium,AU
U1294,S3170,2025-05-04 16:49:02,report_create,dismiss,tablet,free,US
U1167,S3824,2025-04-05 00:39:36,notifications,dismiss,tablet,free,DE
U1099,S1767,2025-05-09 06:10:58,dashboard,complete,tablet,premium,IN
U1356,S2113,2025-05-07 00:41:03,notifications,view,tablet,free,AU
U1289,S3310,2025-05-11 09:49:11,data_export,click,mobile,free,UK
U1455,S2003,2025-04-16 14:02:14,data_export,click,mobile,free,UK
U1272,S2365,2025-04-25 16:37:31,search,view,mobile,premium,US
U1353,S1312,2025-04-22 13:42:43,dashboard,view,desktop,free,US
U1104,S2913,2025-04-05 16:09:13,search,click,desktop,free,AU
U1225,S3942,2025-03-16 09:50:09,report_create,view,tablet,free,IN
U1049,S1149,2025-03-23 20:05:05,data_export,click,tablet,free,IN
U1329,S3411,2025-03-21 01:33:26,search,view,desktop,free,UK
U1313,S1486,2025-05-04 05:36:08,dashboard,complete,tablet,free,UK
U1022,S2949,2025-03-20 08:20:11,settings,complete,tablet,free,US
U1474,S3005,2025-04-03 20:12:17,report_create,dismiss,mobile,free,AU
U1298,S1939,2025-04-18 11:12:00,notifications,complete,desktop,free,IN
U1478,S2461,2025-04-11 01:44:05,search,view,desktop,premium,AU
U1010,S3733,2025-03-14 08:10:29,data_export,view,desktop,premium,UK
U1377,S1185,2025-03-20 23:38:56,settings,view,desktop,premium,UK
U1067,S2208,2025-04-10 11:10:19,search,click,tablet,free,AU
